id,name,website,macro_region,subregion,country,coverage_type,coverage_area,publication_type,languages,domain_rating,domain_rating_provider,domain_rating_measured_at,link_type,link_evidence_url,publication_routes,cost_model,priority,status,last_verified,source_urls
rm-wnax-wnax-com,WNAX,https://www.wnax.com,north-america,north-america,united-states,metro-city,South Dakota,news-broadcaster,en,49,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.wikidata.org/wiki/Q14709794|https://www.wnax.com
rm-wsfm-lp-ashevillefm-org,WSFM-LP,https://www.ashevillefm.org,north-america,north-america,united-states,metro-city,Asheville,news-broadcaster,en,49,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.ashevillefm.org|https://www.wikidata.org/wiki/Q24436289
rm-evasion-fm-evasionfm-com,Évasion FM,https://www.evasionfm.com,europe,western-europe,france,metro-city,Évry,news-broadcaster,fr,49,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.evasionfm.com|https://www.wikidata.org/wiki/Q3592741
rm-outlet-nvgazeta-ru,Наше время,https://www.nvgazeta.ru,europe,eastern-europe,russia,local-area,Rostov-on-Don,newspaper,ru,49,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.nvgazeta.ru|https://www.wikidata.org/wiki/Q16271750
rm-outlet-radiovelikotarnovo-com,Радио Велико Търново,https://radiovelikotarnovo.com,europe,eastern-europe,bulgaria,metro-city,Veliko Tarnovo,news-broadcaster,bg,49,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://radiovelikotarnovo.com|https://www.wikidata.org/wiki/Q105064659
rm-bainbridge-post-searchlight-thepostsearchlight-com,Bainbridge Post-Searchlight,https://thepostsearchlight.com,north-america,north-america,united-states,state-province,Georgia,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://thepostsearchlight.com
rm-bermuda-funk-bermudafunk-org,bermuda.funk,https://bermudafunk.org,europe,western-europe,germany,metro-city,Mannheim,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://bermudafunk.org|https://www.wikidata.org/wiki/Q22622
rm-branson-tri-lakes-news-bransontrilakesnews-com,Branson Tri-Lakes News,https://bransontrilakesnews.com,north-america,north-america,united-states,state-province,Missouri,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://bransontrilakesnews.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-bronze-101-5-fm-aduwawa-radio-org-ng,"Bronze 101.5 FM, Aduwawa",https://radio.org.ng,africa,western-africa,nigeria,metro-city,Edo State,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://radio.org.ng|https://www.wikidata.org/wiki/Q135671887
rm-business-business-ua,Business,https://www.business.ua,europe,eastern-europe,ukraine,local-area,Kyiv,newspaper,uk,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.business.ua|https://www.wikidata.org/wiki/Q4086508
rm-ciho-fm-cihofm-com,CIHO-FM,https://cihofm.com,north-america,north-america,canada,metro-city,Quebec,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://cihofm.com|https://www.wikidata.org/wiki/Q5011687
rm-ckob-fm-fm1069-ca,CKOB-FM,https://www.fm1069.ca,north-america,north-america,canada,metro-city,Quebec,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.fm1069.ca|https://www.wikidata.org/wiki/Q2931649
rm-claremore-daily-progress-claremoreprogress-com,Claremore Daily Progress,https://claremoreprogress.com,north-america,north-america,united-states,state-province,Oklahoma,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://claremoreprogress.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-clay-center-dispatch-ccenterdispatch-com,Clay Center Dispatch,https://ccenterdispatch.com,north-america,north-america,united-states,state-province,Kansas,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://ccenterdispatch.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-coloradio-coloradio-org,coloRadio,https://coloradio.org,europe,western-europe,germany,local-area,Zentralwerk,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://coloradio.org|https://www.wikidata.org/wiki/Q1110207
rm-east-boston-times-eastietimes-com,East Boston Times,https://eastietimes.com,north-america,north-america,united-states,state-province,Massachusetts,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://eastietimes.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-fairfield-sun-times-fairfieldsuntimes-com,Fairfield Sun Times,https://fairfieldsuntimes.com,north-america,north-america,united-states,state-province,Montana,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://fairfieldsuntimes.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-falkopings-tidning-falkopingstidning-se,Falköpings Tidning,https://www.falkopingstidning.se,europe,northern-europe,sweden,local-area,Sweden,newspaper,sv,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.falkopingstidning.se|https://www.wikidata.org/wiki/Q10493759
rm-fm-naha-fmnaha-jp,FM Naha,https://www.fmnaha.jp,asia,eastern-asia,japan,metro-city,Naha,news-broadcaster,ja,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.fmnaha.jp|https://www.wikidata.org/wiki/Q11290648
rm-greenville-advocate-greenvilleadvocate-com,Greenville Advocate,https://greenvilleadvocate.com,north-america,north-america,united-states,state-province,Alabama,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://greenvilleadvocate.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-greenwood-commonwealth-gwcommonwealth-com,Greenwood Commonwealth,https://gwcommonwealth.com,north-america,north-america,united-states,state-province,Mississippi,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://gwcommonwealth.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-grimstad-adressetidende-gat-no,Grimstad Adressetidende,https://gat.no,europe,northern-europe,norway,local-area,Grimstad,newspaper,no,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://gat.no|https://www.wikidata.org/wiki/Q11972652
rm-gunebak-s-gunebakis-com-tr,Günebakış,https://www.gunebakis.com.tr,asia,western-asia,turkey,local-area,Trabzon,digital-news,tr,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.gunebakis.com.tr|https://www.wikidata.org/wiki/Q135416520
rm-houston-herald-houstonherald-com,Houston Herald,https://houstonherald.com,north-america,north-america,united-states,state-province,Missouri,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://houstonherald.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-hungry-horse-news-hungryhorsenews-com,Hungry Horse News,https://hungryhorsenews.com,north-america,north-america,united-states,state-province,Montana,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://hungryhorsenews.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-il-t-quotidiano-iltquotidiano-it,Il T Quotidiano,https://www.iltquotidiano.it,europe,southern-europe,italy,local-area,Trentino,newspaper,it,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.iltquotidiano.it|https://www.wikidata.org/wiki/Q124081064
rm-islands-sounder-islandssounder-com,Islands' Sounder,https://islandssounder.com,north-america,north-america,united-states,state-province,Washington,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://islandssounder.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-jornal-grande-bahia-jornalgrandebahia-com-br,Jornal Grande Bahia,https://www.jornalgrandebahia.com.br,latin-america-caribbean,south-america,brazil,local-area,Feira de Santana,digital-news,pt,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.jornalgrandebahia.com.br|https://www.wikidata.org/wiki/Q107344615
rm-katy-times-katytimes-com,Katy Times,https://katytimes.com,north-america,north-america,united-states,local-area,Katy,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://katytimes.com|https://www.wikidata.org/wiki/Q55671181
rm-kbcb-tct-tv,KBCB,https://www.tct.tv,north-america,north-america,united-states,local-area,Seattle,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.tct.tv|https://www.wikidata.org/wiki/Q6325667
rm-kbtv-tv-fox4beaumont-com,KBTV-TV,https://www.fox4beaumont.com,north-america,north-america,united-states,metro-city,Port Arthur,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.fox4beaumont.com|https://www.wikidata.org/wiki/Q6326322
rm-keta-oeta-tv,KETA,https://oeta.tv,north-america,north-america,united-states,state-province,Oklahoma,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://oeta.tv|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-khol-891khol-org,KHOL,https://www.891khol.org,north-america,north-america,united-states,metro-city,Wyoming,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.891khol.org|https://www.wikidata.org/wiki/Q6330268
rm-koillissanomat-koillissanomat-fi,Koillissanomat,https://www.koillissanomat.fi,europe,northern-europe,finland,local-area,Kuusamo,newspaper,fi,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.koillissanomat.fi|https://www.wikidata.org/wiki/Q18660105
rm-ksrw-sierrawave-net,KSRW,https://www.sierrawave.net/ksrw-925-radio-program-guide,north-america,north-america,united-states,metro-city,California,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.sierrawave.net/ksrw-925-radio-program-guide|https://www.wikidata.org/wiki/Q14682731
rm-kttz-tv-kttz-org,KTTZ-TV,https://www.kttz.org,north-america,north-america,united-states,metro-city,Texas,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.kttz.org|https://www.wikidata.org/wiki/Q6339211
rm-kwfs-newstalk1290-com,KWFS,https://newstalk1290.com,north-america,north-america,united-states,metro-city,Wichita Falls,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://newstalk1290.com|https://www.wikidata.org/wiki/Q6340544
rm-kymn-kymnradio-net,KYMN,https://www.kymnradio.net,north-america,north-america,united-states,metro-city,Minnesota,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.kymnradio.net|https://www.wikidata.org/wiki/Q6341914
rm-kzrg-newstalkkzrg-com,KZRG,https://newstalkkzrg.com,north-america,north-america,united-states,metro-city,Missouri,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://newstalkkzrg.com|https://www.wikidata.org/wiki/Q6342601
rm-lake-geneva-news-lakegenevanews-net,Lake Geneva News,https://lakegenevanews.net,north-america,north-america,united-states,state-province,Wisconsin,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://lakegenevanews.net|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-le-placoteux-leplacoteux-com,Le placoteux,https://www.leplacoteux.com,north-america,north-america,canada,region,Côte-du-Sud,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.leplacoteux.com|https://www.wikidata.org/wiki/Q123517149
rm-leader-call-leader-call-com,Leader-Call,https://leader-call.com,north-america,north-america,united-states,state-province,Mississippi,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://leader-call.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-livingston-parish-news-livingstonparishnews-com,Livingston Parish News,https://livingstonparishnews.com,north-america,north-america,united-states,state-province,Louisiana,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://livingstonparishnews.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-lmfm-lmfm-ie,LMFM,https://www.lmfm.ie/home,europe,northern-europe,ireland,metro-city,Drogheda,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.lmfm.ie/home|https://www.wikidata.org/wiki/Q13642500
rm-long-island-advance-longislandadvance-net,Long Island Advance,https://www.longislandadvance.net,north-america,north-america,united-states,local-area,Patchogue,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.longislandadvance.net|https://www.wikidata.org/wiki/Q55668377
rm-missouri-business-alert-missouribusinessalert-com,Missouri Business Alert,https://www.missouribusinessalert.com,north-america,north-america,united-states,local-area,Columbia,digital-news,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://www.missouribusinessalert.com|https://www.wikidata.org/wiki/Q109188936
rm-northern-light-thenorthernlight-com,Northern Light,https://www.thenorthernlight.com,north-america,north-america,united-states,local-area,Blaine,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.thenorthernlight.com|https://www.wikidata.org/wiki/Q55672263
rm-p3tv-p3tv-at,P3tv,https://www.p3tv.at,europe,western-europe,austria,metro-city,St. Pölten,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.p3tv.at|https://www.wikidata.org/wiki/Q1627709
rm-posavski-obzornik-posavskiobzornik-si,Posavski obzornik,https://www.posavskiobzornik.si,europe,southern-europe,slovenia,region,Local or regional market in Slovenia,newspaper,sl,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.posavskiobzornik.si|https://www.wikidata.org/wiki/Q19936006
rm-radio-agora-agora-at,Radio AGORA,https://www.agora.at,europe,western-europe,austria,metro-city,Klagenfurt am Wörthersee,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.agora.at|https://www.wikidata.org/wiki/Q1272735
rm-radio-kiepenkerl-radiokiepenkerl-de,Radio Kiepenkerl,https://www.radiokiepenkerl.de,europe,western-europe,germany,metro-city,Dülmen,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.radiokiepenkerl.de|https://www.wikidata.org/wiki/Q2126140
rm-radio-oberhausen-radiooberhausen-de,Radio Oberhausen,https://www.radiooberhausen.de,europe,western-europe,germany,metro-city,Oberhausen,news-broadcaster,de,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.radiooberhausen.de|https://www.wikidata.org/wiki/Q1724532
rm-radionl-radionl-fm,RadioNL,https://www.radionl.fm,europe,western-europe,netherlands,metro-city,Sneek,news-broadcaster,nl,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.radionl.fm|https://www.wikidata.org/wiki/Q1912660
rm-tarragona-radio-tarragonaradio-cat,Tarragona Ràdio,https://www.tarragonaradio.cat,europe,southern-europe,spain,metro-city,Tarragona,news-broadcaster,es,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.tarragonaradio.cat|https://www.wikidata.org/wiki/Q125977173
rm-the-islander-theislanderonline-com-au,The Islander,https://theislanderonline.com.au,oceania,australia-new-zealand,australia,local-area,Kangaroo Island,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://gary-dickson.com/wp-content/uploads/2026/07/2606-PIPI-Q2.zip|https://theislanderonline.com.au
rm-the-jewellery-channel-tjc-co-uk,The Jewellery Channel,https://www.tjc.co.uk,europe,northern-europe,united-kingdom,metro-city,Feltham,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.tjc.co.uk|https://www.wikidata.org/wiki/Q7743196
rm-toutmontpellier-fr-toutmontpellier-fr,toutmontpellier.fr,https://toutmontpellier.fr,europe,western-europe,france,local-area,Local or regional market in France,digital-news,fr,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://toutmontpellier.fr|https://www.wikidata.org/wiki/Q141104147
rm-tvk-krasnoyarsk-tvk6-ru,TVK (Krasnoyarsk),https://www.tvk6.ru,europe,eastern-europe,russia,local-area,Krasnoyarsk Krai,news-broadcaster,ru,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.tvk6.ru|https://www.wikidata.org/wiki/Q4448901
rm-wallowa-county-chieftain-wallowa-com,Wallowa County Chieftain,https://www.wallowa.com,north-america,north-america,united-states,local-area,Enterprise,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.wallowa.com|https://www.wikidata.org/wiki/Q55668534
rm-wbt-wbt-com,WBT,https://wbt.com,north-america,north-america,united-states,metro-city,Charlotte,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://wbt.com|https://www.wikidata.org/wiki/Q7947472
rm-whom-949whom-com,WHOM,https://www.949whom.com,north-america,north-america,united-states,metro-city,New Hampshire,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.949whom.com|https://www.wikidata.org/wiki/Q7950328
rm-wilcannia-news-arr-news,Wilcannia News,https://arr.news/directory/wilcannia-news,oceania,australia-new-zealand,australia,local-area,Central Darling,newspaper,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://arr.news/directory/wilcannia-news|https://gary-dickson.com/wp-content/uploads/2026/07/2606-PIPI-Q2.zip
rm-wklb-fm-country1025-com,WKLB-FM,https://country1025.com,north-america,north-america,united-states,metro-city,Massachusetts,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://country1025.com|https://www.wikidata.org/wiki/Q7951744
rm-wltz-wltz-com,WLTZ,https://www.wltz.com,north-america,north-america,united-states,metro-city,Columbus,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.wikidata.org/wiki/Q7952518|https://www.wltz.com
rm-wqcb-q1065-fm,WQCB,https://www.q1065.fm,north-america,north-america,united-states,metro-city,Maine,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.q1065.fm|https://www.wikidata.org/wiki/Q7954622
rm-wvmo-lp-mymonona-com,WVMO-LP,https://mymonona.com/887/987-FM-WVMO-The-Voice-of-Monona,north-america,north-america,united-states,metro-city,Monona,news-broadcaster,en,48,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://mymonona.com/887/987-FM-WVMO-The-Voice-of-Monona|https://www.wikidata.org/wiki/Q48839315
rm-absolut-classics-absolutradio-de,Absolut Classics,https://www.absolutradio.de/oldies,europe,western-europe,germany,metro-city,Garching bei München,news-broadcaster,de,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.absolutradio.de/oldies|https://www.wikidata.org/wiki/Q97962313
rm-akron-legal-news-akronlegalnews-com,Akron Legal News,https://akronlegalnews.com,north-america,north-america,united-states,state-province,Ohio,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://akronlegalnews.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-antenne-vorarlberg-antennevorarlberg-at,Antenne Vorarlberg,https://www.antennevorarlberg.at,europe,western-europe,austria,metro-city,Schwarzach,news-broadcaster,de,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.antennevorarlberg.at|https://www.wikidata.org/wiki/Q571909
rm-boca-beacon-bocabeacon-com,Boca Beacon,https://bocabeacon.com,north-america,north-america,united-states,state-province,Florida,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://bocabeacon.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-busselton-dunsborough-mail-busseltonmail-com-au,Busselton-Dunsborough Mail,https://www.busseltonmail.com.au,oceania,australia-new-zealand,australia,local-area,"Busselton,Donnybrook-Balingup,Nannup",newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://gary-dickson.com/wp-content/uploads/2026/07/2606-PIPI-Q2.zip|https://www.busseltonmail.com.au
rm-charlestown-patriot-bridge-charlestownbridge-com,Charlestown Patriot-Bridge,https://charlestownbridge.com,north-america,north-america,united-states,state-province,Massachusetts,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://charlestownbridge.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-chino-champion-championnewspapers-com,Chino Champion,https://championnewspapers.com,north-america,north-america,united-states,state-province,California,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://championnewspapers.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-choq-fm-choq-ca,CHOQ.FM,https://www.choq.ca,north-america,north-america,canada,metro-city,Montreal,news-broadcaster,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.choq.ca|https://www.wikidata.org/wiki/Q2931454
rm-cincinnati-herald-thecincinnatiherald-com,Cincinnati Herald,https://thecincinnatiherald.com,north-america,north-america,united-states,state-province,Ohio,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://thecincinnatiherald.com
rm-clanton-advertiser-clantonadvertiser-com,Clanton Advertiser,https://clantonadvertiser.com,north-america,north-america,united-states,state-province,Alabama,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://clantonadvertiser.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-clermont-sun-clermontsun-com,Clermont Sun,https://clermontsun.com,north-america,north-america,united-states,state-province,Ohio,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://clermontsun.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-clinton-courier-theclintoncourier-net,Clinton Courier,https://theclintoncourier.net,north-america,north-america,united-states,state-province,Mississippi,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://theclintoncourier.net
rm-country-times-gunnisontimes-com,Country Times,https://gunnisontimes.com,north-america,north-america,united-states,state-province,Colorado,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://gunnisontimes.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-daily-press-smdailypress-com,Daily Press,https://smdailypress.com,north-america,north-america,united-states,state-province,Pennsylvania,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,unknown,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://smdailypress.com
rm-daily-sentinel-dailysentinel-com,Daily Sentinel,https://dailysentinel.com,north-america,north-america,united-states,state-province,Texas,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://dailysentinel.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-enterprise-record-ourdavie-com,Enterprise-Record,https://ourdavie.com,north-america,north-america,united-states,state-province,North Carolina,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://ourdavie.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-excalibur-publications-excal-on-ca,Excalibur Publications,https://www.excal.on.ca,north-america,north-america,canada,local-area,Local or regional market in Canada,community-news,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.excal.on.ca|https://www.wikidata.org/wiki/Q5419353
rm-fjordingen-fjordingen-no,Fjordingen,https://fjordingen.no,europe,northern-europe,norway,local-area,Local or regional market in Norway,newspaper,no,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://fjordingen.no|https://www.wikidata.org/wiki/Q1769094
rm-forest-park-review-forestparkreview-com,Forest Park Review,https://forestparkreview.com,north-america,north-america,united-states,state-province,Illinois,newspaper,en,47,Ahrefs,2026-09-02,unknown,,unknown,unknown,P3,active,2026-09-02,https://forestparkreview.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-freies-radio-freistadt-frf-at,Freies Radio Freistadt,https://www.frf.at,europe,western-europe,austria,metro-city,Freistadt,news-broadcaster,de,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://www.frf.at|https://www.wikidata.org/wiki/Q1454152
rm-hannibal-courier-post-hannibal-net,Hannibal Courier-Post,https://hannibal.net,north-america,north-america,united-states,state-province,Missouri,newspaper,en,47,Ahrefs,2026-09-01,unknown,,unknown,unknown,P3,active,2026-09-01,https://hannibal.net|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
